1987	0.468004
1988	-0.521845
1989	-0.591371
1990	0.463823
1991	0.264150
1992	-0.236460
1993	-2.763987
1994	-0.627009
1995	-1.544801
1996	-0.987725
1997	1.185615
1998	0.610785
1999	1.460894
2000	-1.412388
2001	0.093430
2002	-1.889118
2003	0.113502
2004	0.263767
2005	0.398346
2006	1.139849
2007	0.770920
2008	-0.924957
2009	0.013508
2010	-0.308365
2011	-0.228317
2012	1.006485
2013	0.712166
2014	0.846609
2015	1.944778
2016	0.902702
2017	0.639413
2018	-0.791607
2019	-0.875752
2020	0.404956
